Datetime,Open,High,Low,Close,Adj Close,Volume
2023-06-01 09:30:00-04:00,202.58999633789062,203.99000549316406,202.3699951171875,203.94500732421875,203.94500732421875,3823561
2023-06-01 09:31:00-04:00,203.94500732421875,205.64340209960938,203.8800048828125,205.30999755859375,205.30999755859375,2326164
2023-06-01 09:32:00-04:00,205.3249969482422,205.99000549316406,204.64999389648438,205.1999053955078,205.1999053955078,1456195
2023-06-01 09:33:00-04:00,205.19000244140625,205.2769012451172,204.32000732421875,204.63499450683594,204.63499450683594,845992
2023-06-01 09:34:00-04:00,204.6199951171875,204.66000366210938,202.05999755859375,202.05999755859375,202.05999755859375,1217672
2023-06-01 09:35:00-04:00,202.05999755859375,202.2498016357422,200.3000030517578,200.3000030517578,200.3000030517578,1316831
2023-06-01 09:36:00-04:00,200.3800048828125,201.1199951171875,200.27999877929688,201.0,201.0,886181
2023-06-01 09:37:00-04:00,200.98779296875,200.98779296875,199.5800018310547,200.33999633789062,200.33999633789062,1271378
2023-06-01 09:38:00-04:00,200.35989379882812,201.5500030517578,200.22000122070312,201.22000122070312,201.22000122070312,1078495
2023-06-01 09:39:00-04:00,201.2053985595703,201.74000549316406,200.85000610351562,201.7100067138672,201.7100067138672,793195
2023-06-01 09:40:00-04:00,201.69009399414062,201.85000610351562,201.00999450683594,201.57000732421875,201.57000732421875,679626
2023-06-01 09:41:00-04:00,201.60000610351562,202.3000030517578,200.8135986328125,201.44000244140625,201.44000244140625,932208
2023-06-01 09:42:00-04:00,201.41000366210938,201.49989318847656,200.44000244140625,201.106201171875,201.106201171875,660692
2023-06-01 09:43:00-04:00,201.0800018310547,201.3800048828125,200.77000427246094,200.9499969482422,200.9499969482422,525632
2023-06-01 09:44:00-04:00,200.94479370117188,201.27000427246094,200.57000732421875,201.0825958251953,201.0825958251953,593156
2023-06-01 09:45:00-04:00,201.10499572753906,201.625,200.47000122070312,200.74000549316406,200.74000549316406,688852
2023-06-01 09:46:00-04:00,200.80999755859375,201.13490295410156,200.02090454101562,200.24459838867188,200.24459838867188,624607
2023-06-01 09:47:00-04:00,200.16000366210938,200.5800018310547,199.77999877929688,199.80499267578125,199.80499267578125,771196
2023-06-01 09:48:00-04:00,199.8300018310547,200.47000122070312,199.75,200.27000427246094,200.27000427246094,705004
2023-06-01 09:49:00-04:00,200.25,201.25,200.03309631347656,200.8699951171875,200.8699951171875,724686
2023-06-01 09:50:00-04:00,200.82000732421875,201.13999938964844,199.82000732421875,200.42999267578125,200.42999267578125,636332
2023-06-01 09:51:00-04:00,200.4600067138672,200.47000122070312,199.3699951171875,199.8179931640625,199.8179931640625,844029
2023-06-01 09:52:00-04:00,199.80589294433594,200.8800048828125,199.75,200.4499969482422,200.4499969482422,607775
2023-06-01 09:53:00-04:00,200.44000244140625,200.94000244140625,200.3800048828125,200.82000732421875,200.82000732421875,479308
2023-06-01 09:54:00-04:00,200.8199005126953,200.97000122070312,200.44000244140625,200.9550018310547,200.9550018310547,368898
2023-06-01 09:55:00-04:00,200.92999267578125,201.00999450683594,199.9506072998047,200.82000732421875,200.82000732421875,552274
2023-06-01 09:56:00-04:00,200.82449340820312,201.61000061035156,200.8000030517578,201.5,201.5,852378
2023-06-01 09:57:00-04:00,201.48500061035156,201.94000244140625,201.3800048828125,201.6699981689453,201.6699981689453,547256
2023-06-01 09:58:00-04:00,201.69500732421875,201.9600067138672,201.4199981689453,201.5800018310547,201.5800018310547,439929
2023-06-01 09:59:00-04:00,201.55999755859375,201.5800018310547,201.13999938964844,201.40609741210938,201.40609741210938,347813
2023-06-01 10:00:00-04:00,201.4199981689453,202.1898956298828,201.3101043701172,201.9398956298828,201.9398956298828,712694
2023-06-01 10:01:00-04:00,201.92999267578125,202.4470977783203,201.83009338378906,202.23109436035156,202.23109436035156,675762
